ImageID,XMin,YMin,XMax,YMax,Labels
00014ef25d241667,0.0,0.494371,0.184375,0.999062,/m/0r3vbqy
00014ef25d241667,0.11,0.611632,0.37375,0.999062,/m/0r3vbqy
00014ef25d241667,0.180625,0.097561,0.40875,0.729831,/m/0r3vbqy
00014ef25d241667,0.236875,0.340525,0.53125,0.999062,/m/0r3vbqy
00014ef25d241667,0.3725,0.075047,0.735,0.999062,/m/0r3vbqy
00014ef25d241667,0.766875,0.025328,0.956875,0.827392,/m/0r3vbqy
0001544a14436a9d,0.17963,0.397558,0.725926,0.782904,/m/025rxrz
0001544a14436a9d,0.174074,0.394844,0.72963,0.784261,/m/025rxrz
00019bc020b24b32,0.051875,0.527205,0.418125,0.999062,/m/0r3vbqy
00019bc020b24b32,0.34125,0.717636,0.54375,0.999062,/m/0r3vbqy
00019bc020b24b32,0.669375,0.217636,0.768125,0.445591,/m/0r3vbqy
00019bc020b24b32,0.730625,0.309568,0.84625,0.598499,/m/0r3vbqy
00019bc020b24b32,0.75,0.558161,0.830625,0.745779,/m/0r3vbqy
00019bc020b24b32,0.776875,0.219512,0.824375,0.380863,/m/0r3vbqy
00019bc020b24b32,0.795,0.351782,0.978125,0.742026,/m/0r3vbqy
00019bc020b24b32,0.834375,0.682927,0.94875,0.851782,/m/0r3vbqy
00019bc020b24b32,0.879375,0.28424,0.979375,0.430582,/m/0r3vbqy
00019bc020b24b32,0.933125,0.267355,0.999375,0.511257,/m/0r3vbqy
00019bc020b24b32,0.405,0.566604,0.6225,0.785178,/m/0r3vbqy
00019bc020b24b32,0.228125,0.762664,0.246875,0.793621,/m/0r3vbqy
00019bc020b24b32,0.72375,0.243902,0.73625,0.268293,/m/0r3vbqy
00019bc020b24b32,0.795625,0.634146,0.81875,0.65666,/m/0r3vbqy
00019bc020b24b32,0.901875,0.77955,0.92375,0.814259,/m/0r3vbqy
00019bc020b24b32,0.9075,0.417448,0.933125,0.450281,/m/0r3vbqy
00019bc020b24b32,0.985,0.316135,0.999375,0.350844,/m/0r3vbqy
00019bc020b24b32,0.338125,0.714822,0.538125,0.999062,/m/0r3vbqy
00019bc020b24b32,0.470625,0.337711,0.550625,0.467167,/m/0r3vbqy
00019bc020b24b32,0.551875,0.314259,0.68375,0.508443,/m/0r3vbqy
00019bc020b24b32,0.706875,0.211069,0.744375,0.266417,/m/0r3vbqy
00019bc020b24b32,0.761875,0.541276,0.843125,0.666979,/m/0r3vbqy
00019bc020b24b32,0.808125,0.303002,0.8325,0.425891,/m/0r3vbqy
00019bc020b24b32,0.84,0.337711,0.958125,0.499062,/m/0r3vbqy
00019bc020b24b32,0.893125,0.286116,0.958125,0.361163,/m/0r3vbqy
00019bc020b24b32,0.958125,0.72045,0.999375,0.803002,/m/0r3vbqy
00019bc020b24b32,0.975,0.262664,0.999375,0.333959,/m/0r3vbqy
0001a17a69ddeead,0.0,0.568008,0.035625,0.622605,/m/0r3vbqy
0001a17a69ddeead,0.0125,0.344828,0.044375,0.409962,/m/0r3vbqy
0001a17a69ddeead,0.020625,0.943487,0.095,0.999042,/m/0r3vbqy
0001a17a69ddeead,0.034375,0.579502,0.091875,0.650383,/m/0r3vbqy
0001a17a69ddeead,0.05125,0.495211,0.09875,0.577586,/m/0r3vbqy
0001a17a69ddeead,0.060625,0.106322,0.106875,0.224138,/m/0r3vbqy
0001a17a69ddeead,0.0675,0.363027,0.1075,0.441571,/m/0r3vbqy
0001a17a69ddeead,0.0675,0.461686,0.10875,0.544061,/m/0r3vbqy
0001a17a69ddeead,0.068125,0.643678,0.111875,0.726054,/m/0r3vbqy
0001a17a69ddeead,0.08625,0.72318,0.14,0.80364,/m/0r3vbqy
0001a17a69ddeead,0.093125,0.428161,0.130625,0.502874,/m/0r3vbqy
0001a17a69ddeead,0.09375,0.610153,0.131875,0.684866,/m/0r3vbqy
0001a17a69ddeead,0.09375,0.840038,0.134375,0.914751,/m/0r3vbqy
0001a17a69ddeead,0.111875,0.56705,0.16125,0.64751,/m/0r3vbqy
0001a17a69ddeead,0.11625,0.228927,0.15625,0.327586,/m/0r3vbqy
0001a17a69ddeead,0.1375,0.769157,0.185625,0.841954,/m/0r3vbqy
0001a17a69ddeead,0.146875,0.238506,0.190625,0.313218,/m/0r3vbqy
0001a17a69ddeead,0.15375,0.375479,0.186875,0.454023,/m/0r3vbqy
0001a17a69ddeead,0.163125,0.847701,0.2125,0.92433,/m/0r3vbqy
0001a17a69ddeead,0.164375,0.496169,0.2075,0.586207,/m/0r3vbqy
0001a17a69ddeead,0.178125,0.35249,0.21625,0.425287,/m/0r3vbqy
0001a17a69ddeead,0.179375,0.808429,0.221875,0.89272,/m/0r3vbqy
0001a17a69ddeead,0.183125,0.27682,0.21875,0.364943,/m/0r3vbqy
0001a17a69ddeead,0.184375,0.577586,0.229375,0.661877,/m/0r3vbqy
0001a17a69ddeead,0.19625,0.949234,0.25875,0.999042,/m/0r3vbqy
0001a17a69ddeead,0.21,0.646552,0.25125,0.705939,/m/0r3vbqy
0001a17a69ddeead,0.21125,0.544061,0.26,0.62069,/m/0r3vbqy
0001a17a69ddeead,0.218125,0.840038,0.278125,0.930077,/m/0r3vbqy
0001a17a69ddeead,0.21875,0.398467,0.25375,0.484674,/m/0r3vbqy
0001a17a69ddeead,0.225625,0.462644,0.26125,0.548851,/m/0r3vbqy
0001a17a69ddeead,0.234375,0.707854,0.278125,0.788314,/m/0r3vbqy
0001a17a69ddeead,0.24125,0.613027,0.288125,0.691571,/m/0r3vbqy
0001a17a69ddeead,0.25375,0.178161,0.275,0.23659,/m/0r3vbqy
0001a17a69ddeead,0.25375,0.449234,0.284375,0.525862,/m/0r3vbqy
0001a17a69ddeead,0.25375,0.509579,0.289375,0.599617,/m/0r3vbqy
0001a17a69ddeead,0.265625,0.681035,0.3075,0.750958,/m/0r3vbqy
0001a17a69ddeead,0.283125,0.493295,0.316875,0.57567,/m/0r3vbqy
0001a17a69ddeead,0.288125,0.643678,0.325625,0.743295,/m/0r3vbqy
0001a17a69ddeead,0.290625,0.22318,0.3175,0.292146,/m/0r3vbqy
0001a17a69ddeead,0.294375,0.279693,0.32375,0.364943,/m/0r3vbqy
0001a17a69ddeead,0.30375,0.735632,0.34875,0.829502,/m/0r3vbqy
0001a17a69ddeead,0.305,0.472222,0.338125,0.572797,/m/0r3vbqy
0001a17a69ddeead,0.316875,0.617816,0.3525,0.716475,/m/0r3vbqy
0001a17a69ddeead,0.326875,0.831418,0.371875,0.980843,/m/0r3vbqy
0001a17a69ddeead,0.3275,0.280651,0.348125,0.355364,/m/0r3vbqy
0001a17a69ddeead,0.329375,0.704023,0.373125,0.816092,/m/0r3vbqy
0001a17a69ddeead,0.335625,0.456897,0.373125,0.531609,/m/0r3vbqy
0001a17a69ddeead,0.3425,0.690613,0.4025,0.780651,/m/0r3vbqy
0001a17a69ddeead,0.345,0.522988,0.371875,0.613027,/m/0r3vbqy
0001a17a69ddeead,0.350625,0.323755,0.386875,0.400383,/m/0r3vbqy
0001a17a69ddeead,0.36,0.099617,0.383125,0.161877,/m/0r3vbqy
0001a17a69ddeead,0.365,0.434866,0.398125,0.511494,/m/0r3vbqy
0001a17a69ddeead,0.368125,0.502874,0.405,0.603448,/m/0r3vbqy
0001a17a69ddeead,0.379375,0.584291,0.41,0.679119,/m/0r3vbqy
0001a17a69ddeead,0.40125,0.500958,0.439375,0.59387,/m/0r3vbqy
0001a17a69ddeead,0.401875,0.758621,0.454375,0.886973,/m/0r3vbqy
0001a17a69ddeead,0.41,0.588123,0.443125,0.66092,/m/0r3vbqy
0001a17a69ddeead,0.4675,0.372605,0.49625,0.449234,/m/0r3vbqy
0001a17a69ddeead,0.470625,0.530651,0.5075,0.613027,/m/0r3vbqy
0001a17a69ddeead,0.473125,0.590038,0.5,0.65613,/m/0r3vbqy
0001a17a69ddeead,0.489375,0.247126,0.51375,0.311303,/m/0r3vbqy
0001a17a69ddeead,0.49625,0.43295,0.534375,0.511494,/m/0r3vbqy
0001a17a69ddeead,0.5525,0.724138,0.589375,0.838123,/m/0r3vbqy
0001a17a69ddeead,0.56125,0.178161,0.590625,0.249042,/m/0r3vbqy
0001a17a69ddeead,0.56125,0.59387,0.595625,0.706897,/m/0r3vbqy
0001a17a69ddeead,0.584375,0.737548,0.635625,0.841954,/m/0r3vbqy
0001a17a69ddeead,0.6175,0.774904,0.6625,0.87931,/m/0r3vbqy
0001a17a69ddeead,0.61875,0.242337,0.646875,0.325671,/m/0r3vbqy
0001a17a69ddeead,0.62875,0.514368,0.675,0.64751,/m/0r3vbqy
0001a17a69ddeead,0.641875,0.256705,0.67375,0.335249,/m/0r3vbqy
0001a17a69ddeead,0.66375,0.114943,0.694375,0.228927,/m/0r3vbqy
0001a17a69ddeead,0.684375,0.201149,0.715,0.301724,/m/0r3vbqy
0001a17a69ddeead,0.686875,0.558429,0.731875,0.67433,/m/0r3vbqy
0001a17a69ddeead,0.694375,0.345785,0.72875,0.416667,/m/0r3vbqy
0001a17a69ddeead,0.699375,0.482759,0.743125,0.572797,/m/0r3vbqy
0001a17a69ddeead,0.70875,0.591954,0.75625,0.699234,/m/0r3vbqy
0001a17a69ddeead,0.710625,0.411877,0.750625,0.501916,/m/0r3vbqy
0001a17a69ddeead,0.731875,0.277778,0.7525,0.372605,/m/0r3vbqy
0001a17a69ddeead,0.733125,0.769157,0.799375,0.853448,/m/0r3vbqy
0001a17a69ddeead,0.739375,0.144636,0.77,0.245211,/m/0r3vbqy
0001a17a69ddeead,0.748125,0.550766,0.794375,0.627395,/m/0r3vbqy
0001a17a69ddeead,0.748125,0.818008,0.81625,0.918582,/m/0r3vbqy
0001a17a69ddeead,0.78125,0.469349,0.83875,0.573755,/m/0r3vbqy
0001a17a69ddeead,0.803125,0.414751,0.841875,0.484674,/m/0r3vbqy
0001a17a69ddeead,0.845625,0.264368,0.885,0.358238,/m/0r3vbqy
0001a17a69ddeead,0.849375,0.356322,0.896875,0.456897,/m/0r3vbqy
0001a17a69ddeead,0.87375,0.391762,0.9225,0.466475,/m/0r3vbqy
0001a17a69ddeead,0.875,0.764368,0.933125,0.840996,/m/0r3vbqy
0001a17a69ddeead,0.889375,0.813218,0.96125,0.900383,/m/0r3vbqy
0001a17a69ddeead,0.893125,0.201149,0.9225,0.262452,/m/0r3vbqy
0001a17a69ddeead,0.893125,0.520115,0.953125,0.613027,/m/0r3vbqy
0001a17a69ddeead,0.9225,0.097701,0.954375,0.159962,/m/0r3vbqy
0001a17a69ddeead,0.93375,0.240421,0.98,0.313218,/m/0r3vbqy
0001a17a69ddeead,0.93375,0.588123,0.985,0.662835,/m/0r3vbqy
0001a17a69ddeead,0.954375,0.323755,0.998125,0.395594,/m/0r3vbqy
000202275ed48315,0.270169,0.47875,0.933396,0.98875,/m/025rxrz
000202275ed48315,0.084428,0.023125,0.851782,0.999375,/m/025rxrz
000202275ed48315,0.11257,0.296875,0.507505,0.589375,/m/025rxrz
000202275ed48315,0.623827,0.29125,0.842402,0.585,/m/025rxrz
00023f2cf3334fdc,0.065,0.20375,0.998333,0.99875,/m/025rxrz
00023f2cf3334fdc,0.261667,0.0,0.638333,0.305,/m/025rxrz
00023f2cf3334fdc,0.138333,0.0,0.856667,0.93625,/m/025rxrz
00023f2cf3334fdc,0.15,0.3125,0.785,0.90625,/m/025rxrz
00023f2cf3334fdc,0.321667,0.50625,0.491667,0.67625,/m/025rxrz
00024f20d4b48bb8,0.275797,0.728125,0.401501,0.969375,/m/0r3vbqy
00024f20d4b48bb8,0.589118,0.71125,0.660413,0.945625,/m/0r3vbqy
00024f20d4b48bb8,0.472795,0.1225,0.536585,0.15125,/m/0r3vbqy
00024f20d4b48bb8,0.003752,0.220625,0.047842,0.37625,/m/0r3vbqy
00024f20d4b48bb8,0.052533,0.2125,0.093809,0.37625,/m/0r3vbqy
00024f20d4b48bb8,0.266417,0.466875,0.521576,0.971875,/m/0r3vbqy
00024f20d4b48bb8,0.272983,0.188125,0.301126,0.233125,/m/0r3vbqy
00024f20d4b48bb8,0.30394,0.186875,0.342402,0.224375,/m/0r3vbqy
00024f20d4b48bb8,0.503752,0.44625,0.683865,0.94375,/m/0r3vbqy
00024f20d4b48bb8,0.727017,0.23625,0.750469,0.304375,/m/0r3vbqy
00024f20d4b48bb8,0.753283,0.224375,0.778612,0.308125,/m/0r3vbqy
00024f20d4b48bb8,0.837711,0.178125,0.873358,0.265,/m/0r3vbqy
00024f20d4b48bb8,0.873358,0.185,0.898687,0.270625,/m/0r3vbqy
00024f20d4b48bb8,0.945591,0.191875,0.981238,0.271875,/m/0r3vbqy
00024f20d4b48bb8,0.0,0.106875,0.121951,0.37875,/m/0r3vbqy
00024f20d4b48bb8,0.150094,0.02,0.701689,0.97,/m/0r3vbqy
00024f20d4b48bb8,0.595685,0.110625,0.672608,0.24,/m/0r3vbqy
00024f20d4b48bb8,0.626642,0.098125,0.69606,0.21125,/m/0r3vbqy
00024f20d4b48bb8,0.150094,0.01875,0.698874,0.970625,/m/0r3vbqy
00032b7066444e75,0.14412,0.0,0.71618,0.969375,/m/0r3vbqy
00032b7066444e75,0.67374,0.011875,0.976127,0.568125,/m/0r3vbqy
00032b7066444e75,0.515473,0.07625,0.703802,0.446875,/m/0r3vbqy
00032b7066444e75,0.6313,0.093125,0.78603,0.414375,/m/0r3vbqy
00032b7066444e75,0.66313,0.035,0.993811,0.55625,/m/0r3vbqy
00032b7066444e75,0.119363,0.1225,0.189213,0.24375,/m/0r3vbqy
00032b7066444e75,0.122016,0.073125,0.167993,0.1325,/m/0r3vbqy
00032b7066444e75,0.126437,0.07625,0.179487,0.22,/m/0r3vbqy
00032b7066444e75,0.136163,0.23,0.201592,0.363125,/m/0r3vbqy
00032b7066444e75,0.160035,0.125625,0.242263,0.255625,/m/0r3vbqy
00032b7066444e75,0.191866,0.124375,0.254642,0.204375,/m/0r3vbqy
00032b7066444e75,0.201592,0.03875,0.665783,0.98875,/m/0r3vbqy
00032b7066444e75,0.285588,0.115625,0.346596,0.176875,/m/0r3vbqy
00032b7066444e75,0.525199,0.086875,0.667551,0.548125,/m/0r3vbqy
00032b7066444e75,0.622458,0.093125,0.784262,0.479375,/m/0r3vbqy
00032b7066444e75,0.943413,0.13625,0.999116,0.2675,/m/0r3vbqy
00032b7066444e75,0.943413,0.236875,0.999116,0.488125,/m/0r3vbqy
00032b7066444e75,0.947834,0.091875,0.992042,0.134375,/m/0r3vbqy
00032b7066444e75,0.096375,0.22875,0.201592,0.365,/m/0r3vbqy
00032b7066444e75,0.179487,0.484375,0.426172,0.92875,/m/0r3vbqy
00032b7066444e75,0.458002,0.47625,0.633952,0.981875,/m/0r3vbqy
00032b7066444e75,0.197171,0.856875,0.380195,0.936875,/m/0r3vbqy
00032b7066444e75,0.544651,0.881875,0.64191,0.98125,/m/0r3vbqy
00032b7066444e75,0.588859,0.43125,0.687887,0.54875,/m/0r3vbqy
00032b7066444e75,0.189213,0.150625,0.208665,0.175,/m/0r3vbqy
00032b7066444e75,0.190981,0.198125,0.441202,0.390625,/m/0r3vbqy
00032b7066444e75,0.237843,0.150625,0.251989,0.169375,/m/0r3vbqy
00032b7066444e75,0.564103,0.21375,0.68435,0.429375,/m/0r3vbqy
00032b7066444e75,0.321839,0.02125,0.574713,0.211875,/m/0r3vbqy
00032b7066444e75,0.522546,0.07625,0.626879,0.166875,/m/0r3vbqy
00032b7066444e75,0.664898,0.091875,0.808134,0.155,/m/0r3vbqy
0003b41ec77446c7,0.06125,0.48375,0.245,0.6725,/m/025rxrz
0003b41ec77446c7,0.634375,0.735,0.999375,0.839375,/m/025rxrz
0003dd7fb653f91f,0.180751,0.496667,0.377934,0.573333,/m/025rxrz
0003dd7fb653f91f,0.669014,0.373333,0.835681,0.533333,/m/025rxrz
0003dd7fb653f91f,0.126761,0.096667,0.887324,0.878333,/m/025rxrz
0003dd7fb653f91f,0.269953,0.081667,0.901408,0.641667,/m/025rxrz
0003dd7fb653f91f,0.119718,0.078333,0.894366,0.666667,/m/025rxrz
0003dd7fb653f91f,0.180751,0.5,0.370892,0.563333,/m/025rxrz
0003dd7fb653f91f,0.0,0.0,0.997653,0.953333,/m/025rxrz
0003dd7fb653f91f,0.124413,0.13,0.666667,0.678333,/m/025rxrz
0003dd7fb653f91f,0.176056,0.353333,0.312207,0.466667,/m/025rxrz
000543d575238aaa,0.03875,0.045,0.980625,0.9,/m/025rxrz
000543d575238aaa,0.453125,0.601875,0.5875,0.634375,/m/025rxrz
000543d575238aaa,0.291875,0.180625,0.73875,0.73125,/m/025rxrz
000543d575238aaa,0.30875,0.194375,0.726875,0.7075,/m/025rxrz
000543d575238aaa,0.310625,0.184375,0.72875,0.715,/m/025rxrz
000543d575238aaa,0.32625,0.255625,0.705625,0.706875,/m/025rxrz
000543d575238aaa,0.469375,0.455,0.575,0.57875,/m/025rxrz
000559da530cd6eb,0.0,0.38375,0.999167,0.75625,/m/0r3vbqy
000559da530cd6eb,0.583333,0.37375,0.825833,0.729375,/m/0r3vbqy
000559da530cd6eb,0.0,0.431875,0.13,0.705,/m/0r3vbqy
000559da530cd6eb,0.114167,0.4075,0.198333,0.493125,/m/0r3vbqy
000559da530cd6eb,0.1325,0.4675,0.198333,0.6775,/m/0r3vbqy
000559da530cd6eb,0.166667,0.45875,0.303333,0.74625,/m/0r3vbqy
000559da530cd6eb,0.225833,0.404375,0.285,0.51,/m/0r3vbqy
000559da530cd6eb,0.285,0.414375,0.3575,0.684375,/m/0r3vbqy
000559da530cd6eb,0.319167,0.380625,0.474167,0.77875,/m/0r3vbqy
000559da530cd6eb,0.421667,0.43875,0.499167,0.684375,/m/0r3vbqy
000559da530cd6eb,0.499167,0.436875,0.596667,0.636875,/m/0r3vbqy
000559da530cd6eb,0.596667,0.42125,0.683333,0.651875,/m/0r3vbqy
000559da530cd6eb,0.631667,0.37625,0.826667,0.7175,/m/0r3vbqy
000559da530cd6eb,0.783333,0.441875,0.8425,0.63,/m/0r3vbqy
000559da530cd6eb,0.85,0.446875,0.963333,0.493125,/m/0r3vbqy
000559da530cd6eb,0.863333,0.441875,0.954167,0.638125,/m/0r3vbqy
000559da530cd6eb,0.05,0.675,0.075833,0.6975,/m/0r3vbqy
000559da530cd6eb,0.091667,0.671875,0.125833,0.6875,/m/0r3vbqy
000559da530cd6eb,0.185,0.7025,0.2325,0.73,/m/0r3vbqy
000559da530cd6eb,0.248333,0.6975,0.3075,0.723125,/m/0r3vbqy
000559da530cd6eb,0.3375,0.733125,0.425833,0.7675,/m/0r3vbqy
000559da530cd6eb,0.394167,0.713125,0.433333,0.74,/m/0r3vbqy
000559da530cd6eb,0.421667,0.671875,0.471667,0.685625,/m/0r3vbqy
000559da530cd6eb,0.471667,0.643125,0.494167,0.671875,/m/0r3vbqy
000559da530cd6eb,0.510833,0.643125,0.54,0.66,/m/0r3vbqy
000559da530cd6eb,0.545,0.639375,0.579167,0.65625,/m/0r3vbqy
000559da530cd6eb,0.601667,0.63625,0.638333,0.653125,/m/0r3vbqy
000559da530cd6eb,0.649167,0.629375,0.681667,0.648125,/m/0r3vbqy
000559da530cd6eb,0.695,0.704375,0.7675,0.731875,/m/0r3vbqy
000559da530cd6eb,0.801667,0.690625,0.8275,0.72125,/m/0r3vbqy
00056e547b7c00d6,0.003125,0.0075,0.999375,0.999167,/m/025rxrz
00059a3c8bfda05b,0.634375,0.572917,0.964063,0.991667,/m/025rxrz
00059a3c8bfda05b,0.0,0.397917,0.995313,0.997917,/m/025rxrz
00059a3c8bfda05b,0.079687,0.439583,0.176563,0.6375,/m/025rxrz
00059a3c8bfda05b,0.165625,0.460417,0.204688,0.55,/m/025rxrz
00059a3c8bfda05b,0.275,0.460417,0.31875,0.558333,/m/025rxrz
00059a3c8bfda05b,0.48125,0.485417,0.517187,0.570833,/m/025rxrz
00059a3c8bfda05b,0.51875,0.527083,0.664062,0.908333,/m/025rxrz
00059a3c8bfda05b,0.642187,0.51875,0.715625,0.745833,/m/025rxrz
00059a3c8bfda05b,0.748438,0.58125,0.8,0.635417,/m/025rxrz
00059a3c8bfda05b,0.001563,0.429167,0.995313,0.985417,/m/025rxrz
00059a3c8bfda05b,0.626562,0.689583,0.960938,0.997917,/m/025rxrz
00059a3c8bfda05b,0.0,0.358333,0.998438,0.914583,/m/025rxrz
00067fe83e3e21c8,0.15625,0.0,0.691875,0.983067,/m/025rxrz
0006a0a0e43d2b16,0.034375,0.375,0.221875,0.797917,/m/0r3vbqy
0006a0a0e43d2b16,0.160938,0.3,0.298438,0.554167,/m/0r3vbqy
0006a0a0e43d2b16,0.203125,0.35,0.43125,0.997917,/m/0r3vbqy
0006a0a0e43d2b16,0.432813,0.466667,0.746875,0.997917,/m/0r3vbqy
0006af2e9b790c54,0.09,0.031092,0.758125,0.99916,/m/025rxrz
0006af2e9b790c54,0.8175,0.80084,0.859375,0.884874,/m/025rxrz
0006af2e9b790c54,0.860625,0.802521,0.900625,0.878151,/m/025rxrz
0006af2e9b790c54,0.93625,0.795798,0.9725,0.87479,/m/025rxrz
0006af2e9b790c54,0.966875,0.80084,0.999375,0.866387,/m/025rxrz
00075dcb146266ff,0.418125,0.0,0.501875,0.114167,/m/025rxrz
00075dcb146266ff,0.733125,0.0,0.7975,0.136667,/m/025rxrz
